id,name,age,prof_id
10741,Евгения,94,264
10742,Екатерина,80,128
10743,Амаяк,37,167
10744,"Арсен, Арсений",31,184
10745,Герасим,95,276
10746,Галина,91,70
10747,Ростислав,54,166
10748,Филипп,63,122
10749,Радий,75,137
10750,Марат,27,291
10751,Рифат,94,223
10752,Агния,94,30
10753,Инесса,90,202
10754,Донатос,38,248
10755,Федор,36,155
10756,Агнесса,59,276
10757,Аза,23,243
10758,Гюзель,67,41
10759,Кузьма,95,102
10760,Джулия,26,93
10761,Иоланта,72,196
10762,Прохор,44,274
10763,Иржи,54,250
10764,Онисим,80,76
10765,Валентина,93,286
10766,Виолетта,55,221
10767,Ангел,21,26
10768,Зиновий,39,54
10769,Натан,67,232
10770,Трофим,77,138
10771,Эсмеральда,46,92
10772,Антон,40,279
10773,Архелия,25,73
10774,Владлен,31,128
10775,Гражина,71,218
10776,Зигмунд,53,62
10777,Елисей,61,286
10778,Макар,100,33
10779,Адис,40,52
10780,Софья,37,210
10781,Евграф,21,52
10782,Рафаил,39,220
10783,Снежана,94,165
10784,Виссарион,38,296
10785,Джордан,87,145
10786,Дарина,60,248
10787,Равиль,86,182
10788,Галина,86,224
10789,Наум,95,48
10790,Люсьен,78,10
10791,Марат,61,271
10792,Казимир,48,68
10793,Святослав,65,274
10794,Жанна,50,17
10795,Евстафий,86,136
10796,Анатолий,57,158
10797,Алина,84,239
10798,Оскар,73,197
10799,Георгина,58,87
10800,Денис,26,69
10801,Томила,81,36
10802,Руслан,45,249
10803,Родион,79,80
10804,Устин,49,263
10805,Борислав,38,180
10806,Ольга,43,272
10807,Гарри,92,267
10808,Ерофей,95,131
10809,Рафик,95,157
10810,Кузьма,77,133
10811,Эдуард,78,260
10812,Израиль,81,142
10813,Азарий,19,169
10814,Диодора,87,70
10815,Юзефа,84,209
10816,Аурелия,49,8
10817,Светлана,41,178
10818,Самсон,79,198
10819,Аникита,70,241
10820,Аркадий,23,153
10821,Милан,70,276
10822,Радомир,81,59
10823,Артур,65,254
10824,Дорофей,36,78
10825,Сима,40,184
10826,Макар,82,196
10827,Сарра,71,212
10828,Филимон,18,257
10829,Юзефа,60,293
10830,Демьян ,83,34
10831,Владимир,20,246
10832,Христос,86,292
10833,Борислав,76,260
10834,Назар,94,49
10835,Хильда,18,17
10836,Николай,62,97
10837,Рафаил,19,175
10838,Рафик,42,287
10839,Флорентий,51,296
10840,Эльдар,42,66
10841,Христос,25,64
10842,Прохор,85,125
10843,Христина,96,200
10844,Тарас,35,200
10845,Семен,53,100
10846,Ася,49,86
10847,Тигрий,68,28
10848,Эрика,63,135
10849,Талик,47,231
10850,Парамон,43,245
10851,Станислав,65,149
10852,Дайна,47,71
10853,Терентий,88,47
10854,Франц,65,174
10855,Дональд,25,183
10856,Христос,31,30
10857,Нифонт,84,90
10858,Вероника,28,285
10859,Устина,40,137
10860,Автандил,61,284
10861,Анатолий,82,91
10862,Вячеслав,81,272
10863,Ашот,44,297
10864,Томила,74,118
10865,Зигмунд,57,166
10866,Аврора,82,47
10867,Джулия,56,120
10868,Береслава,33,107
10869,Алексей,89,176
10870,Григорий,22,113
10871,Артем,57,58
10872,Зигмунд,76,8
10873,Александра,88,234
10874,Глеб,38,109
10875,Дайна,27,113
10876,Радомир,43,148
10877,Георгина,96,230
10878,Леонард,97,10
10879,Виктор,37,61
10880,Алевтина,82,195
10881,Эдда,74,176
10882,Виргиния,91,152
10883,Алана,44,132
10884,Август,56,38
10885,Николай,79,283
10886,Фридрих,51,72
10887,Гаянэ,41,101
10888,Вилли,22,123
10889,Нисон,63,255
10890,Стивен,50,20
10891,Павел,86,144
10892,"Анжела, Анжелика",33,134
10893,Клод,85,214
10894,Тит,30,33
10895,Арно,87,220
10896,Ивона,72,120
10897,Георгина,88,181
10898,Веселина,81,94
10899,Ашот,22,228
10900,Диодора,64,283
10901,Тигран,67,285
10902,Тереза,59,209
10903,Эрнест,26,73
10904,Тихон,98,225
10905,Галина,85,268
10906,Спартак,53,277
10907,Радий,29,229
10908,Томила,90,276
10909,Эмма,56,81
10910,Абрам,89,220
10911,Артем,43,194
10912,Христя,78,115
10913,Богдан,93,278
10914,Бронислава,30,50
10915,Эрик,98,242
10916,Валентин,27,175
10917,Анна,62,283
10918,Феликс,68,191
10919,Стефания,84,118
10920,Стелла,37,71
10921,Гурий,22,193
10922,Фрида,80,99
10923,Эрнест,38,253
10924,Лев,40,253
10925,Градимир,86,182
10926,Федор,45,134
10927,Константин,91,62
10928,Ждан,35,172
10929,Елисей,18,110
10930,Казимир,92,223
10931,Элоиза,62,230
10932,Игнат,57,23
10933,Гарри,87,191
10934,Борислава,75,175
10935,Онисим,31,79
10936,Александра,64,72
10937,Артур,78,35
10938,Георгий,63,259
10939,Илзе,59,196
10940,Глеб,42,256
10941,Изольда,39,297
10942,Харитон,75,186
10943,Юлия,84,129
10944,Зара,21,238
10945,Владислава,96,143
10946,Адам,90,57
10947,Ермолай,20,131
10948,Клод,71,289
10949,Исай,90,22
10950,Моисей,44,240
10951,Рудольф,79,274
10952,Парамон,62,168
10953,Гарри,71,262
10954,Евстафий,74,184
10955,Алла,65,125
10956,Владислава,84,245
10957,Анисья,57,187
10958,Юнона,82,214
10959,Андрей,93,18
10960,Ефимий,90,19
10961,Яромир,77,72
10962,Трифон,38,78
10963,Гюзель,52,52
10964,Христя,38,125
10965,Зара,44,114
10966,Аида,44,286
10967,Эраст,99,8
10968,Жанна,22,147
10969,Андоим,34,74
10970,Устина,74,22
10971,Фая,47,129
10972,Христя,97,78
10973,Азиза,87,210
10974,Юхим,59,236
10975,Сусанна,32,6
10976,Ангелина,97,81
10977,Стелла,75,84
10978,Наум,39,149
10979,Эммануил,65,84
10980,Сократ,76,6
10981,Артемий,46,17
10982,Велизар,88,157
10983,Ефим,98,277
10984,Франц,30,159
10985,Наум,100,9
10986,Виталий,95,88
10987,Самсон,89,114
10988,Клемент,95,166
10989,Александр,62,239
10990,Родион,79,271
10991,Трофим,76,184
10992,Биргит,92,144
10993,Беатриса,93,172
10994,Лев,81,49
10995,Соломон,25,88
10996,Арнольд,94,100
10997,Леонтий,47,274
10998,Андрей,45,181
10999,Дебора,78,75
11000,Клим ,89,180
11001,Глория,84,186
11002,Иветта,86,175
11003,Родион,28,134
11004,Клим ,82,235
11005,Азиза,25,236
11006,Рубен,56,105
11007,Грета,37,186
11008,Ульманас,63,211
11009,Игнат,87,256
11010,Ринат,80,105
11011,Артем,30,254
11012,Аза,66,91
11013,Евгения,40,289
11014,Злата,60,194
11015,Тихон,69,24
11016,Эльмира,86,258
11017,Талик,98,21
11018,Елизавета,41,47
11019,Жорж,60,184
11020,Роман,49,257
11021,Арон,29,219
11022,Ринат,79,50
11023,Ростислав,36,12
11024,Жорж,32,164
11025,Май,48,107
11026,Кондрат,83,14
11027,Назар,92,102
11028,Тимур,20,245
11029,Устин,91,249
11030,Эдуард,37,259
11031,Любомир,29,120
11032,Глеб,79,138
11033,Никифор,89,164
11034,Станислава,69,184
11035,Дарина,53,203
11036,Василиса,79,37
11037,Джулия,32,109
11038,Христя,72,254
11039,Амадей,74,256
11040,Глория,29,268
11041,Глория,48,115
11042,Дональд,27,119
11043,Леонтий,56,263
11044,Арно,37,177
11045,Денис,50,44
11046,Леонтий,77,86
11047,Аким,60,50
11048,Эмма,60,63
11049,Витольд,21,178
11050,Таисия,34,287
11051,Биргит,95,206
11052,Ангелина,57,29
11053,Игнат,61,214
11054,Эдуард,71,182
11055,Диодора,60,293
11056,Ульманас,70,204
11057,Дебора,66,103
11058,Дарья,60,260
11059,Глория,62,259
11060,Эмиль,68,229
11061,Клемент,45,19
11062,Христина,69,125
11063,Май,85,2
11064,Георгина,85,111
11065,Леонард,44,22
11066,Ростислав,75,224
11067,Эльмира,56,186
11068,Тереза,54,82
11069,Адам,40,175
11070,Арий,36,31
11071,Элин,76,72
11072,Сарра,47,297
11073,Роберт,33,29
11074,Екатерина,95,191
11075,Порфирий,47,294
11076,Гарри,41,106
11077,Ибрагим,52,27
11078,Степан,52,42
11079,Жан,90,164
11080,Оскар,39,208
11081,Артур,80,204
11082,Берта,60,21
11083,Спартак,41,295
11084,Симона,100,179
11085,Беатриса,37,270
11086,Филимон,38,157
11087,Конкордий,64,147
11088,Федор,41,298
11089,Амаяк,87,4
11090,Адель,81,221
11091,Егор,92,12
11092,Франц,97,262
11093,Гордей,36,205
11094,Юлия,88,168
11095,Георгий,71,35
11096,Доля,97,277
11097,Серафим,44,259
11098,Олег,66,168
11099,"Фаня, Фанни",91,93
11100,Агнесса,58,5
11101,Израиль,53,270
11102,Ким,89,206
11103,Азиза,51,201
11104,Август,97,57
11105,Муслим,35,209
11106,Трофим,40,35
11107,Юрий,20,269
11108,Тарас,75,132
11109,Аврора,45,291
11110,Михаил,44,136
11111,Берта,98,266
11112,Алиса,52,68
11113,Клод,43,136
11114,Евграф,41,147
11115,Тала,81,237
11116,Борислава,81,199
11117,Ангел,25,298
11118,Раймонд,89,271
11119,"Вида, Видана",75,130
11120,Раймонд,84,137
11121,Градимир,40,56
11122,Феодосий,22,277
11123,Андрей,52,250
11124,Мурат,91,243
11125,Соломон,88,10
11126,Стивен,99,226
11127,Онисим,42,95
11128,Бронислава,41,252
11129,Данута,62,72
11130,Фаддей,62,142
11131,Иветта,90,67
11132,Симона,42,203
11133,Вольдемар,77,27
11134,Соломон,75,270
11135,Анисья,71,231
11136,Яким,74,51
11137,Гавриил,97,109
11138,Градимир,28,186
11139,Артемий,98,74
11140,Евграф,18,74
11141,Израиль,23,265
11142,Демьян ,67,170
11143,Анастасия,89,170
11144,Марат,56,189
11145,Арно,80,202
11146,Елизавета,36,78
11147,Лазарь,75,256
11148,Тарас,33,161
11149,Соломон,80,152
11150,Рубен,48,287
11151,Алина,59,48
11152,Рустам,98,94
11153,Рубен,92,146
11154,Христина,85,131
11155,Дана,62,23
11156,Ефим,74,233
11157,Ариадна,38,209
11158,Мариан,63,235
11159,Беатриса,93,150
11160,"Фаня, Фанни",90,180
11161,Северина,71,253
11162,Северин,76,208
11163,Анна,40,16
11164,Ролан,65,89
11165,Боян,24,88
11166,Аврора,62,251
11167,Бронислав,40,279
11168,Милан,33,72
11169,Земфира,58,62
11170,Сима,100,140
11171,Бонифаций,18,220
11172,Осип,70,171
11173,Антонина,92,234
11174,Никон,28,145
11175,Эсмеральда,51,61
11176,Адис,64,84
11177,Герман,36,250
11178,Спартак,29,60
11179,Рашид,57,13
11180,Эльза,94,251
11181,"Арсен, Арсений",100,138
11182,Александра,23,230
11183,Ашот,51,265
11184,Ждан,97,22
11185,Мануил,67,235
11186,Андрей,68,36
11187,Аникита,36,266
11188,"Ульяна, Юлиана",23,73
11189,Альберта,22,237
11190,Береслава,98,250
11191,Ричард,40,159
11192,Гелена,39,252
11193,Давид,68,249
11194,Авдей,32,169
11195,Наум,91,177
11196,Екатерина,63,23
11197,Мирон,22,183
11198,Давид,99,117
11199,Измаил,34,297
11200,Трифон,42,125
11201,Арий,98,78
11202,Амаяк,70,23
11203,Тит,78,18
11204,Георгий,95,279
11205,Северин,42,247
11206,Мартин,31,147
11207,Альфред,98,289
11208,Софья,93,280
11209,Ионос ,18,50
11210,Матвей,72,118
11211,Инара,48,224
11212,Стивен,73,293
11213,Рифат,68,197
11214,"Ульяна, Юлиана",26,171
11215,Дорофей,24,291
11216,Рубен,25,92
11217,Вилли,95,259
11218,Захар,76,102
11219,Ефим,81,34
11220,Фридрих,53,80
11221,Юрий,37,163
11222,Жан,43,2
11223,Гражина,53,30
11224,Валерия,42,28
11225,Серафима,71,284
11226,Раис,87,29
11227,Диодора,24,3
11228,Матвей,90,82
11229,Андрей,52,48
11230,Джульетта,78,297
11231,Екатерина,48,210
11232,Юнона,31,138
11233,Ролан,52,163
11234,Ефимий,73,294
11235,Вилли,45,119
11236,Берта,89,182
11237,Эмиль,67,62
11238,Мечеслав,59,248
11239,Казимир,21,145
11240,Юна,39,33
11241,Агата,84,25
11242,Янита,40,224
11243,Амелия (Амалия),19,48
11244,Агния,50,223
11245,Денис,71,167
11246,Трифон,55,108
11247,Алевтина,35,19
11248,Денис,64,224
11249,Фаина,39,93
11250,Мераб,46,85
11251,Ева,50,123
11252,Карл,52,87
11253,Инна,70,152
11254,Радий,55,81
11255,Тереза,21,52
11256,Тамаз,43,292
11257,Евгения,95,41
11258,Анэля,79,197
11259,Ева,49,68
11260,Изабелла,65,176
11261,Владислав,24,190
11262,Флорентий,48,266
11263,Рашид,92,240
11264,Вероника,59,100
11265,Мирослав,62,289
11266,Астра,72,191
11267,Ион,76,72
11268,Спартак,45,8
11269,Карен,66,28
11270,Конкордий,88,61
11271,Вячеслав,61,220
11272,Ефимий,84,155
11273,Мичлов,19,113
11274,Варвара,87,56
11275,Витаутас,58,56
11276,Илларион,27,168
11277,Петр,77,165
11278,Степан,97,110
11279,Аскольд,33,222
11280,Венера,51,269
11281,Лазарь,43,294
11282,Ерофей,42,17
11283,Глория,27,221
11284,Сарра,29,6
11285,Владислава,90,217
11286,Степан,19,209
11287,Роберт,39,222
11288,Автандил,72,203
11289,Фаиза,24,276
11290,Евстафий,69,280
11291,Виолетта,94,208
11292,Клавдий,20,129
11293,Фелиция,63,49
11294,Савел,76,116
11295,Гелла,45,122
11296,Ерофей,30,1
11297,Джульетта,48,225
11298,Измаил,20,245
11299,Боян,96,175
11300,Таисия,72,134
11301,Христя,94,14
11302,Леонтий,25,192
11303,Муслим,96,231
11304,Береслава,46,226
11305,Макар,41,58
11306,Радий,78,145
11307,Ждан,46,213
11308,Яким,33,58
11309,Стелла,37,223
11310,Яна,27,46
11311,Мераб,97,179
11312,Изольда,62,203
11313,Рубен,68,19
11314,Вячеслав,32,51
11315,Альберт,36,9
11316,Виталина,30,88
11317,Светлана,49,260
11318,Амелия (Амалия),32,3
11319,Эрика,41,43
11320,Юнона,28,235
11321,Эдита,51,44
11322,Ираида,73,184
11323,Доминика,81,265
11324,Берта,37,238
11325,Орест,87,7
11326,Яким,99,59
11327,Динара,48,109
11328,Карен,47,95
11329,Прохор,75,203
11330,Рудольф,33,285
11331,Аза,27,142
11332,Павел,39,51
11333,Тимур,77,228
11334,Эдуард,21,174
11335,Альжбета,69,80
11336,Галина,44,117
11337,Ираклий,56,175
11338,Нисон,44,296
11339,Александра,77,178
11340,Павел,76,167
11341,Клод,73,167
11342,Парамон,26,170
11343,Янита,47,63
11344,Богдана,69,62
11345,Мераб,50,209
11346,Джордан,38,222
11347,Береслава,20,250
11348,Амадеус,39,12
11349,Яромир,58,260
11350,Дарина,55,38
11351,Зиновий,88,77
11352,Максим,39,116
11353,Флора,82,240
11354,Самсон,64,259
11355,Антон,53,285
11356,Яромир,82,162
11357,Вениамин,23,149
11358,Леонтий,84,2
11359,Ерофей,21,235
11360,Элоиза,73,213
11361,Любомир,90,38
11362,Ираида,18,283
11363,Амадеус,71,11
11364,Тамаз,79,170
11365,Иван,19,106
11366,Фридрих,51,211
11367,Иржи,88,122
11368,Янита,92,10
11369,Бежен ,23,267
11370,Амаяк,95,207
11371,Фридрих,67,86
11372,Зигмунд,50,286
11373,Азиза,93,281
11374,Дебора,20,127
11375,Инара,28,269
11376,Элла,75,12
11377,Тельман,57,41
11378,Жанна,97,120
11379,Элин,53,226
11380,Арон,67,247
11381,Фаина,72,30
11382,Рифат,22,88
11383,Арий,32,287
11384,Тала,65,184
11385,Богдан,22,218
11386,Жорж,89,225
11387,Адам,70,95
11388,Валентин,43,45
11389,Эрик,52,25
11390,Архип,20,162
11391,Бежен ,69,219
11392,Борислава,87,158
11393,"Вета, Иветта",58,55
11394,Ратмир,54,38
11395,Алан ,88,251
11396,Земфира,77,96
11397,Эммануил,79,207
11398,Рафаил,75,128
11399,Эльвира,31,146
11400,Кондрат,70,260
11401,Карл,84,184
11402,Элоиза,63,174
11403,Марат,53,249
11404,Северина,37,15
11405,Яна,36,223
11406,Виталий,94,297
11407,Фома,37,266
11408,Евдокия,81,295
11409,Стелла,56,197
11410,Христос,81,185
11411,Авдей,53,37
11412,Никита,70,251
11413,Вольдемар,43,68
11414,Ольга,74,283
11415,Арина,74,204
11416,Генрих,80,271
11417,Максим,60,83
11418,Леопольд,96,1
11419,Даниэла,92,264
11420,Ясон,23,129
11421,Янита,47,94
11422,Янита,66,113
11423,Юзефа,28,275
11424,Дональд,30,294
11425,Тигран,56,112
11426,Злата,95,174
11427,Гастон,69,12
11428,Стоян,66,271
11429,Модест,25,277
11430,Вильгельм,67,149
11431,Тимур,68,56
11432,"Ульяна, Юлиана",96,279
11433,Леван,21,228
11434,Александра,93,281
11435,Борислава,29,278
11436,Рафик,25,148
11437,Диодора,89,19
11438,Ефимий,98,37
11439,Валентин,26,10
11440,Дана,72,106
11441,Сарра,54,245
11442,Казимир,75,298
11443,Виссарион,78,114
11444,Болеслав,64,142
11445,Христос,18,101
11446,Александра,84,234
11447,Христиан,23,246
11448,Ефрем,35,3
11449,Модест,38,44
11450,Феодосий,96,65
11451,Альберт,72,150
11452,Артем,82,129
11453,Анэля,57,200
11454,Дмитрий,73,188
11455,Ринат,85,1
11456,Жан,87,131
11457,Северина,58,283
11458,Боян,20,270
11459,Тигран,87,163
11460,Эрика,62,219
11461,Жорж,61,253
11462,Арий,57,295
11463,Фидель,25,191
11464,Филимон,46,277
11465,Ашот,71,31
11466,Богдан,51,21
11467,Альберта,93,282
11468,Афанасий,33,173
11469,Мирон,68,177
11470,Чеслава,19,148
11471,Ростислав,29,155
11472,Арина,75,185
11473,Веста,98,136
11474,Данута,52,242
11475,Марк,92,200
11476,Степан,59,16
11477,Трофим,21,51
11478,Бернар,96,18
11479,Элин,84,115
11480,Фома,82,163
11481,Анита,73,83
11482,Стефания,91,194
11483,Юстина,61,275
11484,Фрида,75,14
11485,Аркадий,86,41
11486,Леван,59,274
11487,Анисья,46,159
11488,Демьян ,30,231
11489,Гастон,50,249
11490,Мурат,48,109
11491,Клавдий,76,247
11492,Эдвард,32,120
11493,Ким,93,165
11494,Янка,50,52
11495,Гаянэ,88,50
11496,Герман,78,92
11497,Елизар,33,141
11498,Жанна,33,206
11499,Елизар,93,227
11500,Ким,69,39
11501,Самсон,22,68
11502,Муслим,31,93
11503,Андоим,27,219
11504,Мартин,51,32
11505,Вилен,86,193
11506,Георгина,61,285
11507,Изабелла,52,146
11508,Петр,98,256
11509,Рем,85,144
11510,Томила,57,238
11511,Феликс,25,152
11512,Радомир,94,22
11513,Елизавета,83,86
11514,Эльга,96,111
11515,Макар,62,206
11516,Леопольд,51,225
11517,Антон,88,223
11518,Гурий,57,138
11519,Диана,53,130
11520,Тимур,95,266
11521,Филипп,21,191
11522,Люсьен,93,60
11523,Илиан,94,264
11524,Амадеус,47,265
11525,Мартин,77,115
11526,Симона,99,284
11527,Даниил,85,197
11528,Рудольф,99,94
11529,Вольдемар,45,107
11530,Исай,25,105
11531,Гера,22,104
11532,Стакрат,20,18
11533,Бруно,94,218
11534,Мариан,93,52
11535,Илларион,49,194
11536,Савел,29,168
11537,Бруно,40,235
11538,Таис,72,50
11539,Нифонт,99,20
11540,"Фаня, Фанни",33,187
11541,Израиль,44,68
11542,Муслим,97,144
11543,Ядвига,75,117
11544,Елена,88,191
11545,Георгий,84,174
11546,Лазарь,45,147
11547,Никон,31,268
11548,Назар,55,88
11549,Ивона,83,251
11550,Таис,39,45
11551,Юстина,58,170
11552,Назар,43,283
11553,Измаил,57,273
11554,Эдуард,98,221
11555,Тамара,39,251
11556,Виктория,98,117
11557,Яким,93,46
11558,Фелиция,38,188
11559,Казимир,18,15
11560,Игорь,96,44
11561,Алико,51,158
11562,Хильда,91,209
11563,Муслим,38,292
11564,Динара,33,246
11565,Егор,69,97
11566,Виталина,41,31
11567,Соломон,86,77
11568,Ратмир,50,279
11569,Карл,99,101
11570,Лука,28,206
11571,Назарий,65,249
11572,Цветана,24,150
11573,Севастьян,39,145
11574,Павел,93,47
11575,Рубен,22,41
11576,Кузьма,30,142
11577,Христина,40,261
11578,Аурелия,54,130
11579,Давид,58,128
11580,Серафим,52,154
11581,Архип,40,140
11582,Глафира,94,163
11583,Савва,45,146
11584,Джордан,21,121
11585,Ростислав,40,63
11586,Алина,40,292
11587,Гастон,61,211
11588,Дмитрий,100,271
11589,Кирилл,29,53
11590,Владимир,86,72
11591,Амаяк,73,11
11592,Ростислав,97,103
11593,Дайна,23,229
11594,Венедикт,80,183
11595,Евгения,25,37
11596,Никифор,74,80
11597,Прохор,35,206
11598,Эмиль,67,150
11599,Астра,82,1
11600,Береслава,26,163
11601,Никита,40,259
11602,Евгений,31,51
11603,Вилора,80,279
11604,"Сильва, Сильвия",92,193
11605,Геральд,56,232
11606,Леонард,31,243
11607,Орест,57,146
11608,Ионос ,31,133
11609,Адель,67,143
11610,Хильда,48,9
11611,Христина,83,148
11612,Игнат,60,51
11613,Гордон,73,5
11614,Ангелина,97,63
11615,Иветта,41,68
11616,Злата,81,134
11617,Марк,59,68
11618,Джульетта,87,93
11619,Борислава,54,59
11620,Ивона,74,71
11621,Трифон,80,198
11622,Модест,68,1
11623,Владлен,95,222
11624,Вениамин,53,104
11625,Веселина,62,192
11626,Фома,38,121
11627,Юлиан,91,188
11628,Афанасий,39,137
11629,Карен,23,35
11630,Валентин,71,7
11631,Эрика,48,122
11632,Осип,53,273
11633,Ростислав,44,144
11634,Афанасий,100,40
11635,Адис,23,170
11636,Илзе,55,195
11637,Авдей,55,242
11638,Амелия (Амалия),47,56
11639,Валерий,25,157
11640,Ася,42,252
11641,Арам,55,257
11642,Ренольд,65,201
11643,Радий,25,47
11644,Нисон,86,245
11645,Чеслава,98,219
11646,Вилора,72,279
11647,Вальтер,71,103
11648,Амина,46,51
11649,Казимир,33,67
11650,Белла,42,138
11651,Цветана,73,117
11652,Леонард,27,224
11653,Евдоким,25,153
11654,Тереза,96,297
11655,Герман,62,90
11656,Азарий,64,296
11657,Жорж,70,217
11658,Андрей,84,266
11659,Амадеус,68,198
11660,Адель,73,175
11661,Люсьен,80,5
11662,Дайна,80,126
11663,Гертруда,80,225
11664,Равиль,73,128
11665,Валентина,73,59
11666,Геральд,99,126
11667,Трифон,99,284
11668,Тигран,67,36
11669,Филимон,68,85
11670,Варвара,50,247
11671,Руслан,78,182
11672,Феликс,60,66
11673,Фаддей,48,212
11674,Яким,59,60
11675,Дональд,34,235
11676,Виктор,30,238
11677,Анна,98,100
11678,Ульманас,51,71
11679,Юнона,47,75
11680,Изабелла,24,142
11681,Виктор,59,175
11682,Веста,74,58
11683,Анита,31,37
11684,Израиль,40,174
11685,Алевтина,18,3
11686,Инна,63,208
11687,Клим ,70,169
11688,Фелиция,20,100
11689,Ануфрий ,51,42
11690,Цветана,55,76
11691,Илиан,77,86
11692,Эльза,35,143
11693,Дорофей,43,168
11694,Иржи,75,276
11695,Вера,79,101
11696,Артур,57,269
11697,Евгения,64,87
11698,Теодор,53,217
11699,Дарья,89,164
11700,Ринат,93,117
11701,Андоим,26,162
11702,Альбина,88,252
11703,Фома,70,94
11704,Данута,29,62
11705,Тигрий,97,136
11706,Доля,42,154
11707,Нифонт,29,202
11708,Тит,48,22
11709,Мечеслав,57,210
11710,Алана,26,111
11711,Моисей,96,247
11712,Осип,44,221
11713,"Сильва, Сильвия",66,288
11714,Эллада,51,164
11715,Владислав,67,299
11716,Анфиса,47,240
11717,Фридрих,19,23
11718,Фаиза,34,129
11719,Алиса,49,129
11720,Юлия,51,79
11721,Диодора,65,197
11722,Ростислав,50,229
11723,Терентий,31,91
11724,Илья,18,91
11725,Захария,56,117
11726,Авдей,37,278
11727,Иоанна,32,29
11728,Севастьян,82,107
11729,Юзефа,48,279
11730,Артур,78,214
11731,Глеб,51,41
11732,Яким,21,15
11733,Раймонд,93,110
11734,Берта,53,185
11735,Диана,39,254
11736,Амина,64,201
11737,Феодосий,82,115
11738,Борислав,85,156
11739,Вальтер,54,267
11740,Снежана,22,117
11741,Ждан,43,157
11742,Севастьян,100,50
11743,Ричард,92,135
11744,Игнат,51,229
11745,Таисия,68,199
11746,Арон,77,224
11747,Амадей,34,30
11748,Александр,50,157
11749,Ринат,100,293
11750,Роман,99,267
11751,Моисей,54,210
11752,Аза,91,244
11753,Карен,70,177
11754,Эсмеральда,21,86
11755,Злата,22,294
11756,Авдей,73,268
11757,Вилора,96,147
11758,Биргит,77,103
11759,Генриетта,51,176
11760,Эльза,81,2
11761,Николай,62,31
11762,Христиан,88,218
11763,Макар,93,150
11764,Ратмир,40,232
11765,Стефания,55,77
11766,Юлиан,38,133
11767,Вольдемар,44,56
11768,Эрик,44,149
11769,"Арсен, Арсений",56,62
11770,Радомир,59,186
11771,Герасим,86,218
11772,Фаиза,65,63
11773,"Фаня, Фанни",89,3
11774,Альбина,57,92
11775,Мадлен,97,104
11776,Земфира,30,269
11777,Владислава,85,173
11778,Ринат,72,194
11779,Болеслав,80,255
11780,Осип,27,136
11781,Ким,83,58
11782,Бонифаций,22,25
11783,Градимир,72,282
11784,Эльза,54,158
11785,Вениамин,52,154
11786,Яромир,35,276
11787,Эмиль,21,79
11788,Нифонт,90,120
11789,Дайна,38,176
11790,Венера,36,181
11791,Игнат,50,208
11792,Зоя,73,180
11793,Фидель,49,33
11794,Максимилиан,81,152
11795,Генрих,76,146
11796,Серафим,40,200
11797,Равиль,82,123
11798,Филимон,93,18
11799,Леонтий,44,45
11800,Филипп,79,26
11801,Орест,41,211
11802,Анита,24,13
11803,Эльга,19,113
11804,Раис,29,253
11805,Родион,68,185
11806,Тихон,34,138
11807,Чеслава,83,107
11808,Нисон,48,248
11809,Орест,82,70
11810,Вероника,89,225
11811,Всеволод,24,289
11812,"Фаня, Фанни",33,6
11813,Элла,93,223
11814,Вальтер,43,55
11815,Артем,61,241
11816,Мераб,26,205
11817,"Вета, Иветта",96,271
11818,Эмиль,60,102
11819,Серафима,75,202
11820,Анэля,92,274
11821,Алина,44,137
11822,Ариадна,84,135
11823,Володар,25,61
11824,Вилли,37,275
11825,Артемий,28,291
11826,Фидель,72,90
11827,Петр,70,122
11828,Герман,80,33
11829,Злата,92,255
11830,Андоим,61,258
11831,Эдита,21,207
11832,Диана,45,245
11833,"Арсен, Арсений",48,17
11834,Гюзель,25,71
11835,Илларион,61,64
11836,Джемма,98,83
11837,Володар,19,54
11838,Аза,63,204
11839,Гарри,48,74
11840,Архелия,33,223
11841,Эрнест,57,158
11842,Юзефа,83,48
11843,Гертруда,68,85
11844,Франсуаза,99,215
11845,Руслан,75,285
11846,Валерия,86,257
11847,Астра,93,1
11848,Анатолий,49,195
11849,Клемент,90,201
11850,Ясон,100,108
11851,Эмиль,34,59
11852,Эллада,78,78
11853,Мануил,56,77
11854,Ростислав,86,14
11855,Автандил,35,162
11856,Гелла,93,231
11857,Леонард,85,148
11858,Жан,35,185
11859,Амаяк,93,141
11860,Евгения,36,267
11861,Гавриил,77,295
11862,Дональд,95,162
11863,Милан,97,128
11864,Любомир,35,254
11865,Герман,35,168
11866,Ада,87,266
11867,Семен,49,7
11868,Вероника,73,237
11869,Евдоким,21,286
11870,Вадим,28,242
11871,Клим ,44,91
11872,Талик,70,232
11873,Руслан,40,173
11874,Августа,65,141
11875,Яков,60,80
11876,Ариадна,62,195
11877,Максимилиан,54,44
11878,Самсон,71,236
11879,Анита,75,253
11880,Евграф,76,174
11881,Флорентий,67,72
11882,Радомир,99,198
11883,Евгений,44,69
11884,Флора,100,253
11885,Альжбета,59,255
11886,Фридрих,47,3
11887,Зинаида,95,7
11888,Георгина,93,246
11889,Рифат,90,51
11890,Олесь,33,293
11891,Парамон,21,2
11892,Рудольф,73,132
11893,Валерия,41,61
11894,Ренольд,90,280
11895,Май,71,138
11896,Михаил,53,72
11897,Захария,31,289
11898,Евстафий,76,224
